country,year,CO2_per_capita
CAF,2013,0.021999999999999999
CAF,2014,0.029000000000000001
CAF,2015,0.042000000000000003
CAF,2016,0.050999999999999997
CAF,2017,0.059999999999999998
CAF,2018,0.056000000000000001
CAF,2019,0.063
CAF,2020,0.066000000000000003
CAN,1990,16.481999999999999
CAN,1991,15.974
CAN,1992,16.259
CAN,1993,16.096
CAN,1994,16.414999999999999
CAN,1995,16.678000000000001
CAN,1996,17.058
CAN,1997,17.366
CAN,1998,17.462
CAN,1999,17.774000000000001
CAN,2000,18.344000000000001
CAN,2001,17.908000000000001
CAN,2002,17.893000000000001
CAN,2003,18.254999999999999
CAN,2004,17.934999999999999
CAN,2005,17.582999999999998
CAN,2006,17.286999999999999
CAN,2007,17.827999999999999
CAN,2008,17.167000000000002
CAN,2009,15.997
CAN,2010,16.209
CAN,2011,16.288
CAN,2012,16.085999999999999
CAN,2013,16.109999999999999
CAN,2014,15.853999999999999
CAN,2015,15.654999999999999
CAN,2016,15.231
CAN,2017,15.395
CAN,2018,15.42
CAN,2019,15.324999999999999
CAN,2020,13.733000000000001
CHE,1990,6.5759999999999996
CHE,1991,6.7869999999999999
CHE,1992,6.6929999999999996
CHE,1993,6.2859999999999996
CHE,1994,6.101
CHE,1995,6.1660000000000004
CHE,1996,6.2370000000000001
CHE,1997,6.0720000000000001
CHE,1998,6.2759999999999998
CHE,1999,6.2210000000000001
CHE,2000,6.0720000000000001
CHE,2001,6.2389999999999999
CHE,2002,5.9720000000000004
CHE,2003,6.0890000000000004
CHE,2004,6.125
CHE,2005,6.1589999999999998
CHE,2006,6.0659999999999998
CHE,2007,5.7460000000000004
CHE,2008,5.8499999999999996
CHE,2009,5.625
CHE,2010,5.7549999999999999
CHE,2011,5.1769999999999996
CHE,2012,5.2809999999999997
CHE,2013,5.3369999999999997
CHE,2014,4.7919999999999998
CHE,2015,4.6779999999999999
CHE,2016,4.6840000000000002
CHE,2017,4.5229999999999997
CHE,2018,4.3380000000000001
CHE,2019,4.2930000000000001
CHE,2020,3.9750000000000001
CHL,1990,2.4489999999999998
CHL,1991,2.2610000000000001
CHL,1992,2.3050000000000002
CHL,1993,2.4180000000000001
CHL,1994,2.653
CHL,1995,2.8610000000000002
CHL,1996,3.2730000000000001
CHL,1997,3.746
CHL,1998,3.7850000000000001
CHL,1999,4.0090000000000003
CHL,2000,3.7730000000000001
CHL,2001,3.3740000000000001
CHL,2002,3.4580000000000002
CHL,2003,3.4380000000000002
CHL,2004,3.6579999999999999
CHL,2005,3.738
CHL,2006,3.8799999999999999
CHL,2007,4.2270000000000003
CHL,2008,4.1900000000000004
CHL,2009,3.8780000000000001
CHL,2010,4.1529999999999996
CHL,2011,4.4989999999999997
CHL,2012,4.5449999999999999
CHL,2013,4.6210000000000004
CHL,2014,4.343
CHL,2015,4.5309999999999997
CHL,2016,4.6120000000000001
CHL,2017,4.5330000000000004
CHL,2018,4.4690000000000003
CHL,2019,4.7910000000000004
CHL,2020,4.1390000000000002
CHN,1990,2.153
CHN,1991,2.2370000000000001
CHN,1992,2.306
CHN,1993,2.4340000000000002
CHN,1994,2.5590000000000002
CHN,1995,2.7469999999999999
CHN,1996,2.843
CHN,1997,2.8300000000000001
CHN,1998,2.6819999999999999
CHN,1999,2.8170000000000002
CHN,2000,2.8700000000000001
CHN,2001,2.9119999999999999
CHN,2002,3.1850000000000001
CHN,2003,3.7349999999999999
CHN,2004,4.0019999999999998
CHN,2005,4.4900000000000002
CHN,2006,4.9210000000000003
CHN,2007,5.2610000000000001
CHN,2008,5.617
CHN,2009,5.8710000000000004
CHN,2010,6.3700000000000001
CHN,2011,6.9989999999999997
CHN,2012,7.1319999999999997
CHN,2013,7.21
CHN,2014,7.1879999999999997
CHN,2015,7.0609999999999999
CHN,2016,6.9429999999999996
CHN,2017,7.0800000000000001
CHN,2018,7.2919999999999998
CHN,2019,7.5259999999999998
CHN,2020,7.641
CIV,1990,0.39200000000000002
CIV,1991,0.34000000000000002
CIV,1992,0.29099999999999998
CIV,1993,0.371
CIV,1994,0.28899999999999998
CIV,1995,0.41899999999999998
CIV,1996,0.48699999999999999
CIV,1997,0.44900000000000001
CIV,1998,0.40500000000000003
CIV,1999,0.35399999999999998
CIV,2000,0.375
CIV,2001,0.42099999999999999
CIV,2002,0.39900000000000002
CIV,2003,0.27700000000000002
CIV,2004,0.377
CIV,2005,0.377
CIV,2006,0.33500000000000002
CIV,2007,0.316
CIV,2008,0.312
CIV,2009,0.25700000000000001
CIV,2010,0.27700000000000002
CIV,2011,0.28399999999999997
CIV,2012,0.36399999999999999
CIV,2013,0.40400000000000003
CIV,2014,0.40400000000000003
CIV,2015,0.378
CIV,2016,0.46100000000000002
CIV,2017,0.44900000000000001
CIV,2018,0.379
CIV,2019,0.374
CIV,2020,0.38100000000000001
CMR,1990,0.23000000000000001
CMR,1991,0.22900000000000001
CMR,1992,0.22600000000000001
CMR,1993,0.23200000000000001
CMR,1994,0.38400000000000001
CMR,1995,0.41199999999999998
CMR,1996,0.44500000000000001
CMR,1997,0.39000000000000001
CMR,1998,0.38
CMR,1999,0.35899999999999999
CMR,2000,0.375
CMR,2001,0.36299999999999999
CMR,2002,0.34000000000000002
CMR,2003,0.35299999999999998
CMR,2004,0.34300000000000003
CMR,2005,0.318
CMR,2006,0.313
CMR,2007,0.40999999999999998
CMR,2008,0.39400000000000002
CMR,2009,0.44800000000000001
CMR,2010,0.42599999999999999
CMR,2011,0.40100000000000002
CMR,2012,0.36599999999999999
CMR,2013,0.36699999999999999
CMR,2014,0.39800000000000002
CMR,2015,0.433
CMR,2016,0.42499999999999999
CMR,2017,0.39700000000000002
CMR,2018,0.39700000000000002
CMR,2019,0.377
CMR,2020,0.371
COD,1990,0.11600000000000001
COD,1991,0.083000000000000004
COD,1992,0.071999999999999995
COD,1993,0.065000000000000002
COD,1994,0.065000000000000002
COD,1995,0.070000000000000007
COD,1996,0.076999999999999999
COD,1997,0.067000000000000004
COD,1998,0.058000000000000003
COD,1999,0.044999999999999998
COD,2000,0.034000000000000002
COD,2001,0.032000000000000001
COD,2002,0.032000000000000001
COD,2003,0.037999999999999999
COD,2004,0.035999999999999997
COD,2005,0.039
COD,2006,0.039
COD,2007,0.042000000000000003
COD,2008,0.042000000000000003
COD,2009,0.036999999999999998
COD,2010,0.040000000000000001
COD,2011,0.042999999999999997
COD,2012,0.037999999999999999
COD,2013,0.051999999999999998
COD,2014,0.065000000000000002
COD,2015,0.040000000000000001
COD,2016,0.032000000000000001
COD,2017,0.034000000000000002
COD,2018,0.042000000000000003
COD,2019,0.043999999999999997
COD,2020,0.044999999999999998
COG,1990,0.42299999999999999
COG,1991,0.442
COG,1992,0.51200000000000001
COG,1993,0.44700000000000001
COG,1994,1.266
COG,1995,1.173
COG,1996,1.4279999999999999
COG,1997,1.673
COG,1998,1.3109999999999999
COG,1999,1.2909999999999999
COG,2000,1.359
COG,2001,1.2769999999999999
COG,2002,0.81200000000000006
COG,2003,0.94599999999999995
COG,2004,0.995
COG,2005,1.177
COG,2006,1.2470000000000001
COG,2007,1.0700000000000001
COG,2008,1.038
COG,2009,1.155
COG,2010,1.2330000000000001
COG,2011,1.095
COG,2012,1.0589999999999999
COG,2013,1.2130000000000001
COG,2014,1.1000000000000001
COG,2015,1.1060000000000001
COG,2016,1.097
COG,2017,1.056
COG,2018,1.194
COG,2019,1.2989999999999999
COG,2020,1.335
COL,1990,1.7529999999999999
COL,1991,1.71
COL,1992,1.8169999999999999
COL,1993,1.837
COL,1994,1.907
COL,1995,1.6579999999999999
COL,1996,1.635
COL,1997,1.754
COL,1998,1.7350000000000001
COL,1999,1.4379999999999999
COL,2000,1.4379999999999999
COL,2001,1.4219999999999999
COL,2002,1.3740000000000001
COL,2003,1.393
COL,2004,1.3080000000000001
COL,2005,1.4299999999999999
COL,2006,1.4630000000000001
COL,2007,1.403
COL,2008,1.5309999999999999
COL,2009,1.621
COL,2010,1.6850000000000001
COL,2011,1.661
COL,2012,1.7210000000000001
COL,2013,1.873
COL,2014,1.9770000000000001
COL,2015,1.9379999999999999
COL,2016,1.931
COL,2017,1.734
COL,2018,1.8520000000000001
COL,2019,1.9830000000000001
COL,2020,1.823
COM,1990,0.14000000000000001
COM,1991,0.14499999999999999
COM,1992,0.14999999999999999
COM,1993,0.14699999999999999
COM,1994,0.152
COM,1995,0.157
COM,1996,0.154
COM,1997,0.159
COM,1998,0.17000000000000001
COM,1999,0.18099999999999999
COM,2000,0.191
COM,2001,0.19400000000000001
COM,2002,0.19
COM,2003,0.23799999999999999
COM,2004,0.25900000000000001
COM,2005,0.24099999999999999
COM,2006,0.27900000000000003
COM,2007,0.17199999999999999
COM,2008,0.17499999999999999
COM,2009,0.21099999999999999
COM,2010,0.246
COM,2011,0.214
COM,2012,0.22600000000000001
COM,2013,0.26300000000000001
COM,2014,0.23200000000000001
COM,2015,0.247
COM,2016,0.27700000000000002
COM,2017,0.34899999999999998
COM,2018,0.37
COM,2019,0.39600000000000002
COM,2020,0.46100000000000002
CPV,1990,0.47799999999999998
CPV,1991,0.42899999999999999
CPV,1992,0.45600000000000002
CPV,1993,0.41899999999999998
CPV,1994,0.42899999999999999
CPV,1995,0.47299999999999998
CPV,1996,0.51700000000000002
CPV,1997,0.52500000000000002
CPV,1998,0.55000000000000004
CPV,1999,0.64000000000000001
CPV,2000,0.65500000000000003
CPV,2001,0.75600000000000001
CPV,2002,0.82399999999999995
CPV,2003,0.875
CPV,2004,0.89400000000000002
CPV,2005,0.92100000000000004
CPV,2006,1.008
CPV,2007,1.0189999999999999
CPV,2008,0.94299999999999995
CPV,2009,1.0349999999999999
CPV,2010,1.0920000000000001
CPV,2011,1.204
CPV,2012,0.97999999999999998
CPV,2013,0.96599999999999997
CPV,2014,0.95799999999999996
CPV,2015,0.96499999999999997
CPV,2016,1.0369999999999999
CPV,2017,1.1140000000000001
CPV,2018,1.113
CPV,2019,1.226
CPV,2020,1.0109999999999999
CRI,1990,0.93200000000000005
CRI,1991,1.0249999999999999
CRI,1992,1.137
CRI,1993,1.153
CRI,1994,1.5029999999999999
CRI,1995,1.355
CRI,1996,1.2909999999999999
CRI,1997,1.3240000000000001
CRI,1998,1.3779999999999999
CRI,1999,1.4019999999999999
CRI,2000,1.363
CRI,2001,1.4059999999999999
CRI,2002,1.5249999999999999
CRI,2003,1.583
CRI,2004,1.6180000000000001
CRI,2005,1.5629999999999999
CRI,2006,1.6140000000000001
CRI,2007,1.8049999999999999
CRI,2008,1.7869999999999999
CRI,2009,1.71
CRI,2010,1.6379999999999999
CRI,2011,1.5780000000000001
CRI,2012,1.5469999999999999
CRI,2013,1.6080000000000001
CRI,2014,1.6160000000000001
CRI,2015,1.526
CRI,2016,1.609
CRI,2017,1.6259999999999999
CRI,2018,1.607
CRI,2019,1.532
CRI,2020,1.3420000000000001
CUB,1990,2.7879999999999998
CUB,1991,2.516
CUB,1992,1.9239999999999999
CUB,1993,1.825
CUB,1994,1.968
CUB,1995,2.093
CUB,1996,2.1259999999999999
CUB,1997,2.2570000000000001
CUB,1998,2.2029999999999998
CUB,1999,2.2120000000000002
CUB,2000,2.2770000000000001
CUB,2001,2.2149999999999999
CUB,2002,2.2530000000000001
CUB,2003,2.2799999999999998
CUB,2004,2.1829999999999998
CUB,2005,2.282
CUB,2006,2.375
CUB,2007,2.2789999999999999
CUB,2008,2.456
CUB,2009,2.5019999999999998
CUB,2010,2.9249999999999998
CUB,2011,2.573
CUB,2012,2.6080000000000001
CUB,2013,2.4689999999999999
CUB,2014,2.4249999999999998
CUB,2015,2.5800000000000001
CUB,2016,2.4649999999999999
CUB,2017,2.1829999999999998
CUB,2018,2.0499999999999998
CUB,2019,2.0070000000000001
CUB,2020,1.9039999999999999
CUW,1990,30.812999999999999
CUW,1991,24.634
CUW,1992,20.341999999999999
CUW,1993,31.523
CUW,1994,30.384
CUW,1995,30.259
CUW,1996,28.515000000000001
CUW,1997,30.093
CUW,1998,1.677
CUW,1999,12.704000000000001
CUW,2000,34.109999999999999
CUW,2001,34.921999999999997
CUW,2002,33.401000000000003
CUW,2003,32.969000000000001
CUW,2004,34.156999999999996
CUW,2005,33.514000000000003
CUW,2006,34.655000000000001
CUW,2007,38.719999999999999
CUW,2008,36.975000000000001
CUW,2009,37.579999999999998
CUW,2010,25.713000000000001
CUW,2011,32.451999999999998
CUW,2012,39.076000000000001
CUW,2013,36.366
CUW,2014,41.182000000000002
CUW,2015,44.002000000000002
CUW,2016,36.969999999999999
CUW,2017,29.481999999999999
CUW,2018,23.809000000000001
CUW,2019,12.641
CUW,2020,10.852
CYP,1990,5.8959999999999999
CYP,1991,6.4290000000000003
CYP,1992,6.798
CYP,1993,6.9640000000000004
CYP,1994,7.0970000000000004
CYP,1995,6.7990000000000004
CYP,1996,7.0609999999999999
CYP,1997,7.0220000000000002
CYP,1998,7.2130000000000001
CYP,1999,7.3700000000000001
CYP,2000,7.4989999999999997
CYP,2001,7.2389999999999999
CYP,2002,7.3079999999999998
CYP,2003,7.5640000000000001
CYP,2004,7.6500000000000004
CYP,2005,7.6740000000000004
CYP,2006,7.7610000000000001
CYP,2007,7.9000000000000004
CYP,2008,7.9660000000000002
CYP,2009,7.6059999999999999
CYP,2010,7.157
CYP,2011,6.7969999999999997
CYP,2012,6.2309999999999999
CYP,2013,5.556
CYP,2014,5.766
CYP,2015,5.7009999999999996
CYP,2016,5.9409999999999998
CYP,2017,5.9550000000000001
CYP,2018,5.7640000000000002
CYP,2019,5.6929999999999996
CYP,2020,5.3010000000000002
CZE,1990,15.944000000000001
CZE,1991,14.449
CZE,1992,14.129
CZE,1993,13.577999999999999
CZE,1994,12.853
CZE,1995,12.763999999999999
CZE,1996,13.114000000000001
CZE,1997,12.737
CZE,1998,12.247
CZE,1999,11.381
CZE,2000,12.429
CZE,2001,12.428000000000001
CZE,2002,12.109
CZE,2003,12.449
CZE,2004,12.504
CZE,2005,12.228999999999999
CZE,2006,12.279
CZE,2007,12.417
CZE,2008,11.845000000000001
CZE,2009,11.032999999999999
CZE,2010,11.226000000000001
CZE,2011,10.974
CZE,2012,10.59
CZE,2013,10.151999999999999
CZE,2014,9.9109999999999996
CZE,2015,9.9760000000000009
CZE,2016,10.125
CZE,2017,10.220000000000001
CZE,2018,10.079000000000001
CZE,2019,9.5690000000000008
CZE,2020,8.6880000000000006
DEU,1990,13.233000000000001
DEU,1991,12.664
DEU,1992,11.978
DEU,1993,11.773999999999999
DEU,1994,11.535
DEU,1995,11.460000000000001
DEU,1996,11.666
DEU,1997,11.305999999999999
DEU,1998,11.260999999999999
DEU,1999,10.962999999999999
DEU,2000,10.99
DEU,2001,11.170999999999999
DEU,2002,10.952
DEU,2003,10.894
DEU,2004,10.678000000000001
DEU,2005,10.577999999999999
DEU,2006,10.85
DEU,2007,10.407999999999999
DEU,2008,10.561
DEU,2009,9.7609999999999992
DEU,2010,10.228
DEU,2011,9.9499999999999993
DEU,2012,10.061
DEU,2013,10.263
DEU,2014,9.7400000000000002
DEU,2015,9.7569999999999997
DEU,2016,9.6419999999999995
DEU,2017,9.4410000000000007
DEU,2018,9.1010000000000009
DEU,2019,8.4809999999999999
DEU,2020,7.7389999999999999
DJI,1990,0.51200000000000001
DJI,1991,0.47599999999999998
DJI,1992,0.48599999999999999
DJI,1993,0.495
DJI,1994,0.47899999999999998
DJI,1995,0.49199999999999999
DJI,1996,0.46899999999999997
DJI,1997,0.496
DJI,1998,0.55500000000000005
DJI,1999,0.53600000000000003
DJI,2000,0.48999999999999999
DJI,2001,0.47499999999999998
DJI,2002,0.502
DJI,2003,0.51800000000000002
DJI,2004,0.49199999999999999
DJI,2005,0.49299999999999999
DJI,2006,0.48399999999999999
DJI,2007,0.52000000000000002
DJI,2008,0.55400000000000005
DJI,2009,0.48599999999999999
DJI,2010,0.55500000000000005
DJI,2011,0.33200000000000002
DJI,2012,0.30299999999999999
DJI,2013,0.38700000000000001
DJI,2014,0.41599999999999998
DJI,2015,0.495
DJI,2016,0.41199999999999998
DJI,2017,0.39200000000000002
DJI,2018,0.44
DJI,2019,0.496
DJI,2020,0.41899999999999998
DMA,1990,0.84199999999999997
DMA,1991,0.84599999999999997
DMA,1992,0.84499999999999997
DMA,1993,0.89700000000000002
DMA,1994,1.002
DMA,1995,1.1599999999999999
DMA,1996,1.056
DMA,1997,1.163
DMA,1998,1.113
DMA,1999,1.1699999999999999
DMA,2000,1.4970000000000001
DMA,2001,1.609
DMA,2002,1.5
DMA,2003,1.71
DMA,2004,2.081
DMA,2005,2.1850000000000001
DMA,2006,2.0760000000000001
DMA,2007,2.5009999999999999
DMA,2008,2.4470000000000001
DMA,2009,2.7130000000000001
DMA,2010,2.4470000000000001
DMA,2011,2.1749999999999998
DMA,2012,2.3849999999999998
DMA,2013,2.2589999999999999
DMA,2014,2.395
DMA,2015,2.4969999999999999
DMA,2016,2.4729999999999999
DMA,2017,2.246
DMA,2018,2.4180000000000001
DMA,2019,2.536
DMA,2020,2.331
DNK,1990,10.401999999999999
DNK,1991,12.436999999999999
DNK,1992,11.279
DNK,1993,11.673999999999999
DNK,1994,12.422000000000001
DNK,1995,11.781000000000001
DNK,1996,14.231
DNK,1997,12.382
DNK,1998,11.545
DNK,1999,11.021000000000001
DNK,2000,10.17
DNK,2001,10.430999999999999
DNK,2002,10.334
DNK,2003,11.25
DNK,2004,10.195
DNK,2005,9.5090000000000003
DNK,2006,10.943
DNK,2007,10.016999999999999
DNK,2008,9.3300000000000001
DNK,2009,8.8450000000000006
DNK,2010,8.8659999999999997
DNK,2011,7.9409999999999998
DNK,2012,7.1280000000000001
DNK,2013,7.4370000000000003
DNK,2014,6.657
DNK,2015,6.1769999999999996
DNK,2016,6.4450000000000003
DNK,2017,6.0129999999999999
DNK,2018,5.9729999999999999
DNK,2019,5.3230000000000004
DNK,2020,4.8529999999999998
DOM,1990,1.2490000000000001
DOM,1991,1.3049999999999999
DOM,1992,1.397
DOM,1993,1.474
DOM,1994,1.522
DOM,1995,1.913
DOM,1996,2.0489999999999999
DOM,1997,2.1080000000000001
DOM,1998,2.137
DOM,1999,2.1040000000000001
DOM,2000,2.206
DOM,2001,2.1880000000000002
DOM,2002,2.3580000000000001
DOM,2003,2.367
DOM,2004,1.895
DOM,2005,1.9350000000000001
DOM,2006,2.0369999999999999
DOM,2007,2.1059999999999999
DOM,2008,2.1139999999999999
DOM,2009,2.0310000000000001
DOM,2010,2.0819999999999999
DOM,2011,2.1040000000000001
DOM,2012,2.0760000000000001
DOM,2013,2.0449999999999999
DOM,2014,2.0609999999999999
DOM,2015,2.2029999999999998
DOM,2016,2.2879999999999998
DOM,2017,2.1989999999999998
DOM,2018,2.3380000000000001
DOM,2019,2.613
DOM,2020,2.383
DZA,1990,2.9910000000000001
DZA,1991,3
DZA,1992,2.9769999999999999
DZA,1993,2.9809999999999999
DZA,1994,3.1499999999999999
DZA,1995,3.3690000000000002
DZA,1996,3.4289999999999998
DZA,1997,2.9590000000000001
DZA,1998,3.5179999999999998
DZA,1999,2.9729999999999999
DZA,2000,2.7360000000000002
DZA,2001,2.7450000000000001
DZA,2002,2.8239999999999998
DZA,2003,2.9239999999999999
DZA,2004,2.7839999999999998
DZA,2005,3.3090000000000002
DZA,2006,3.0870000000000002
DZA,2007,3.1459999999999999
DZA,2008,3.1190000000000002
DZA,2009,3.278
DZA,2010,3.2570000000000001
DZA,2011,3.3799999999999999
DZA,2012,3.6019999999999999
DZA,2013,3.6840000000000002
DZA,2014,3.8879999999999999
DZA,2015,4.0060000000000002
DZA,2016,3.875
DZA,2017,3.964
DZA,2018,4.1040000000000001
DZA,2019,4.2140000000000004
DZA,2020,3.8860000000000001
ECU,1990,1.575
ECU,1991,1.514
ECU,1992,2.0129999999999999
ECU,1993,2.1629999999999998
ECU,1994,1.2609999999999999
ECU,1995,2.0299999999999998
ECU,1996,2.145
ECU,1997,1.6180000000000001
ECU,1998,1.887
ECU,1999,1.764
ECU,2000,1.651
ECU,2001,1.8149999999999999
ECU,2002,1.8919999999999999
ECU,2003,2.028
ECU,2004,2.1539999999999999
ECU,2005,2.214
ECU,2006,2.1139999999999999
ECU,2007,2.3999999999999999
ECU,2008,2.0920000000000001
ECU,2009,2.2810000000000001
ECU,2010,2.419
ECU,2011,2.5110000000000001
ECU,2012,2.4079999999999999
ECU,2013,2.5110000000000001
ECU,2014,2.7290000000000001
ECU,2015,2.5390000000000001
ECU,2016,2.3860000000000001
ECU,2017,2.339
ECU,2018,2.2549999999999999
ECU,2019,2.3119999999999998
ECU,2020,1.851
EGY,1990,1.248
EGY,1991,1.24
EGY,1992,1.2589999999999999
EGY,1993,1.444
EGY,1994,1.361
EGY,1995,1.492
EGY,1996,1.448
EGY,1997,1.621
EGY,1998,1.7769999999999999
EGY,1999,1.776
EGY,2000,1.954
EGY,2001,1.6930000000000001
EGY,2002,1.6839999999999999
EGY,2003,1.9259999999999999
EGY,2004,1.911
EGY,2005,2.0579999999999998
EGY,2006,2.157
EGY,2007,2.2450000000000001
EGY,2008,2.2810000000000001
EGY,2009,2.3460000000000001
EGY,2010,2.2730000000000001
EGY,2011,2.4340000000000002
EGY,2012,2.2810000000000001
EGY,2013,2.298
EGY,2014,2.3300000000000001
EGY,2015,2.2759999999999998
EGY,2016,2.4119999999999999
EGY,2017,2.4430000000000001
EGY,2018,2.2890000000000001
EGY,2019,2.1760000000000002
EGY,2020,2.2530000000000001
ERI,1990,
ERI,1991,
ERI,1992,
ERI,1993,
ERI,1994,0.37
ERI,1995,0.39000000000000001
ERI,1996,0.40500000000000003
ERI,1997,0.35699999999999998
ERI,1998,0.26900000000000002
ERI,1999,0.27800000000000002
ERI,2000,0.26900000000000002
ERI,2001,0.27600000000000002
ERI,2002,0.21299999999999999
ERI,2003,0.313
ERI,2004,0.24399999999999999
ERI,2005,0.22
ERI,2006,0.16800000000000001
ERI,2007,0.155
ERI,2008,0.14099999999999999
ERI,2009,0.154
ERI,2010,0.159
ERI,2011,0.193
ERI,2012,0.20000000000000001
ERI,2013,0.185
ERI,2014,0.184
ERI,2015,0.17999999999999999
ERI,2016,0.17699999999999999
ERI,2017,0.17599999999999999
ERI,2018,0.193
ERI,2019,0.19900000000000001
ERI,2020,0.19500000000000001
ESP,1990,5.8689999999999998
ESP,1991,6.1040000000000001
ESP,1992,6.2830000000000004
ESP,1993,6.0300000000000002
ESP,1994,6.3070000000000004
ESP,1995,6.6180000000000003
ESP,1996,6.2770000000000001
ESP,1997,6.5529999999999999
ESP,1998,6.7370000000000001
ESP,1999,7.2779999999999996
ESP,2000,7.5389999999999997
ESP,2001,7.5410000000000004
ESP,2002,7.9279999999999999
ESP,2003,7.8940000000000001
ESP,2004,8.1449999999999996
ESP,2005,8.359
ESP,2006,8.0289999999999999
ESP,2007,8.0510000000000002
ESP,2008,7.2519999999999998
ESP,2009,6.351
ESP,2010,6.0330000000000004
ESP,2011,6.0270000000000001
ESP,2012,5.9009999999999998
ESP,2013,5.3799999999999999
ESP,2014,5.4290000000000003
ESP,2015,5.7889999999999997
ESP,2016,5.5540000000000003
ESP,2017,5.835
ESP,2018,5.702
ESP,2019,5.2850000000000001
ESP,2020,4.4409999999999998
EST,1990,23.503
EST,1991,21.806000000000001
EST,1992,15.85
EST,1993,12.917999999999999
EST,1994,13.579000000000001
EST,1995,12.427
EST,1996,13.266999999999999
EST,1997,13.135999999999999
EST,1998,11.999000000000001
EST,1999,11.349
EST,2000,11.074
EST,2001,11.432
EST,2002,11.134
EST,2003,12.584
EST,2004,12.712
EST,2005,12.614000000000001
EST,2006,12.205
EST,2007,14.866
EST,2008,13.324
EST,2009,10.794
EST,2010,14.244
EST,2011,14.275
EST,2012,13.429
EST,2013,14.898
EST,2014,14.289999999999999
EST,2015,12.004
EST,2016,13.247999999999999
EST,2017,14.131
EST,2018,13.465
EST,2019,9.2609999999999992
EST,2020,6.9180000000000001
ETH,1990,0.063
ETH,1991,0.059999999999999998
ETH,1992,0.057000000000000002
ETH,1993,0.056000000000000001
ETH,1994,0.040000000000000001
ETH,1995,0.043999999999999997
ETH,1996,0.047
ETH,1997,0.049000000000000002
ETH,1998,0.050000000000000003
ETH,1999,0.047
ETH,2000,0.050999999999999997
ETH,2001,0.060999999999999999
ETH,2002,0.062
ETH,2003,0.066000000000000003
ETH,2004,0.068000000000000005
ETH,2005,0.063
ETH,2006,0.066000000000000003
ETH,2007,0.070000000000000007
ETH,2008,0.074999999999999997
ETH,2009,0.072999999999999995
ETH,2010,0.070000000000000007
ETH,2011,0.079000000000000001
ETH,2012,0.083000000000000004
ETH,2013,0.099000000000000005
ETH,2014,0.114
ETH,2015,0.121
ETH,2016,0.13400000000000001
ETH,2017,0.13300000000000001
ETH,2018,0.14299999999999999
ETH,2019,0.14799999999999999
ETH,2020,0.14099999999999999
FIN,1990,11.414999999999999
FIN,1991,11.007999999999999
FIN,1992,10.763999999999999
FIN,1993,11.116
FIN,1994,12.132999999999999
FIN,1995,11.379
FIN,1996,12.496
FIN,1997,12.199
FIN,1998,11.518000000000001
FIN,1999,11.398
FIN,2000,11.015000000000001
FIN,2001,12.051
FIN,2002,12.507999999999999
FIN,2003,13.938000000000001
FIN,2004,13.186999999999999
FIN,2005,10.877000000000001
FIN,2006,12.983000000000001
FIN,2007,12.624000000000001
FIN,2008,11.032999999999999
FIN,2009,10.474
FIN,2010,11.949999999999999
FIN,2011,10.513
FIN,2012,9.4489999999999998
FIN,2013,9.5090000000000003
FIN,2014,8.7189999999999994
FIN,2015,8.0649999999999995
FIN,2016,8.5980000000000008
FIN,2017,8.1069999999999993
FIN,2018,8.2919999999999998
FIN,2019,7.6870000000000003
FIN,2020,6.8209999999999997
FJI,1990,1.036
FJI,1991,0.83999999999999997
FJI,1992,0.93000000000000005
FJI,1993,0.92200000000000004
FJI,1994,0.91000000000000003
FJI,1995,0.92200000000000004
FJI,1996,0.98599999999999999
FJI,1997,0.94099999999999995
FJI,1998,0.90400000000000003
FJI,1999,0.90900000000000003
FJI,2000,0.96899999999999997
FJI,2001,1.1819999999999999
FJI,2002,0.97399999999999998
FJI,2003,1.1459999999999999
FJI,2004,1.4870000000000001
FJI,2005,1.159
FJI,2006,1.292
FJI,2007,1.208
FJI,2008,0.876
FJI,2009,0.77500000000000002
FJI,2010,1.131
FJI,2011,1.0189999999999999
FJI,2012,0.99299999999999999
FJI,2013,1.1319999999999999
FJI,2014,1.286
FJI,2015,1.5920000000000001
FJI,2016,1.4630000000000001
FJI,2017,1.583
FJI,2018,1.6140000000000001
FJI,2019,1.6499999999999999
FJI,2020,1.498
FRA,1990,6.9290000000000003
FRA,1991,7.3179999999999996
FRA,1992,7.0960000000000001
FRA,1993,6.7279999999999998
FRA,1994,6.585
FRA,1995,6.6500000000000004
FRA,1996,6.9089999999999998
FRA,1997,6.7619999999999996
FRA,1998,7.0490000000000004
FRA,1999,6.9909999999999997
FRA,2000,6.8499999999999996
FRA,2001,6.8710000000000004
FRA,2002,6.7469999999999999
FRA,2003,6.7990000000000004
FRA,2004,6.7690000000000001
FRA,2005,6.7560000000000002
FRA,2006,6.5540000000000003
FRA,2007,6.3499999999999996
FRA,2008,6.2089999999999996
FRA,2009,5.8849999999999998
FRA,2010,5.9459999999999997
FRA,2011,5.5720000000000001
FRA,2012,5.5899999999999999
FRA,2013,5.5910000000000002
FRA,2014,5.0670000000000002
FRA,2015,5.1159999999999997
FRA,2016,5.1550000000000002
FRA,2017,5.1829999999999998
FRA,2018,4.931
FRA,2019,4.8120000000000003
FRA,2020,4.2720000000000002
FRO,1990,14.802
FRO,1991,14.081
FRO,1992,14.085000000000001
FRO,1993,12.9
FRO,1994,13.016
FRO,1995,13.031000000000001
FRO,1996,13.510999999999999
FRO,1997,13.154
FRO,1998,13.866
